customer_unique_id,recommended_product_id,category,avg_price,hybrid_score,explanation
0000366f3b9a7992bf8c76cfdf3221e2,525947dbe3304ac32bf51602f9557c12,bed_bath_table,111.15,0.4221,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0000366f3b9a7992bf8c76cfdf3221e2,10adb53d8faa890ca7c2f0cbcb68d777,bed_bath_table,19.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0000366f3b9a7992bf8c76cfdf3221e2,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,17.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0000366f3b9a7992bf8c76cfdf3221e2,f2e53dd1670f3c376518263b3f71424d,bed_bath_table,109.21,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0000366f3b9a7992bf8c76cfdf3221e2,013ee64977aaa6b2b25475095162e0e9,bed_bath_table,69.99,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0000b849f77a49e4a4ce2b2a4ca5be3f,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000b849f77a49e4a4ce2b2a4ca5be3f,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000b849f77a49e4a4ce2b2a4ca5be3f,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000b849f77a49e4a4ce2b2a4ca5be3f,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000b849f77a49e4a4ce2b2a4ca5be3f,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f46a3911fa3c0805444483337064,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f46a3911fa3c0805444483337064,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f46a3911fa3c0805444483337064,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f46a3911fa3c0805444483337064,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f46a3911fa3c0805444483337064,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f6ccb0745a6a4b88665a16c9f078,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f6ccb0745a6a4b88665a16c9f078,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f6ccb0745a6a4b88665a16c9f078,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f6ccb0745a6a4b88665a16c9f078,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0000f6ccb0745a6a4b88665a16c9f078,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004aac84e0df4da2b147fca70cf8255,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004aac84e0df4da2b147fca70cf8255,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004aac84e0df4da2b147fca70cf8255,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004aac84e0df4da2b147fca70cf8255,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004aac84e0df4da2b147fca70cf8255,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004bd2a26a76fe21f786e4fbd80607f,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004bd2a26a76fe21f786e4fbd80607f,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004bd2a26a76fe21f786e4fbd80607f,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004bd2a26a76fe21f786e4fbd80607f,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0004bd2a26a76fe21f786e4fbd80607f,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00050ab1314c0e55a6ca13cf7181fecf,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00050ab1314c0e55a6ca13cf7181fecf,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00050ab1314c0e55a6ca13cf7181fecf,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00050ab1314c0e55a6ca13cf7181fecf,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00050ab1314c0e55a6ca13cf7181fecf,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00053a61a98854899e70ed204dd4bafe,cd935d283d47f1050c505e1c39c48b67,sports_leisure,69.9,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00053a61a98854899e70ed204dd4bafe,30469bb5ea377eae7121981e2f0778e4,sports_leisure,122.68,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00053a61a98854899e70ed204dd4bafe,12087840651e83b48206b82c213b76fd,sports_leisure,207.89,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00053a61a98854899e70ed204dd4bafe,d8de812ed5d981fc6a3984f4caa2aa05,sports_leisure,59.99,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00053a61a98854899e70ed204dd4bafe,cec09725da5ed01471d9a505e7389d37,sports_leisure,69.48,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0005e1862207bf6ccc02e4228effd9a0,1ec486885049bbb9b79351d150ed18c4,fashion_bags_accessories,49.9,0.4,Recommended because this customer purchases products in 'fashion_bags_accessories' and matches high-affinity buyer behavior.
0005e1862207bf6ccc02e4228effd9a0,59c1840441f4df065f52760bf51a8442,fashion_bags_accessories,55.35,0.4,Recommended because this customer purchases products in 'fashion_bags_accessories' and matches high-affinity buyer behavior.
0005e1862207bf6ccc02e4228effd9a0,a1250bbcaa645885c9165eab1573b5c6,fashion_bags_accessories,49.44,0.4,Recommended because this customer purchases products in 'fashion_bags_accessories' and matches high-affinity buyer behavior.
0005e1862207bf6ccc02e4228effd9a0,1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bags_accessories,32.0,0.4,Recommended because this customer purchases products in 'fashion_bags_accessories' and matches high-affinity buyer behavior.
0005e1862207bf6ccc02e4228effd9a0,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,49.0,0.4,Recommended because this customer purchases products in 'fashion_bags_accessories' and matches high-affinity buyer behavior.
0005ef4cd20d2893f0d9fbd94d3c0d97,cd935d283d47f1050c505e1c39c48b67,sports_leisure,69.9,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0005ef4cd20d2893f0d9fbd94d3c0d97,30469bb5ea377eae7121981e2f0778e4,sports_leisure,122.68,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0005ef4cd20d2893f0d9fbd94d3c0d97,12087840651e83b48206b82c213b76fd,sports_leisure,207.89,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0005ef4cd20d2893f0d9fbd94d3c0d97,d8de812ed5d981fc6a3984f4caa2aa05,sports_leisure,59.99,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0005ef4cd20d2893f0d9fbd94d3c0d97,cec09725da5ed01471d9a505e7389d37,sports_leisure,69.48,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0006fdc98a402fceb4eb0ee528f6a8d4,0152f69b6cf919bcdaf117aa8c43e5a2,bed_bath_table,15.34,0.4623,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0006fdc98a402fceb4eb0ee528f6a8d4,642a40d4d73b4b2604968937de13634a,bed_bath_table,12.9,0.433,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0006fdc98a402fceb4eb0ee528f6a8d4,62d8daeee0db3a60c234c2d1bfd10651,bed_bath_table,26.86,0.423,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0006fdc98a402fceb4eb0ee528f6a8d4,10adb53d8faa890ca7c2f0cbcb68d777,bed_bath_table,19.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0006fdc98a402fceb4eb0ee528f6a8d4,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,17.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
00082cbe03e478190aadbea78542e933,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00082cbe03e478190aadbea78542e933,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00082cbe03e478190aadbea78542e933,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00082cbe03e478190aadbea78542e933,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00082cbe03e478190aadbea78542e933,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
00090324bbad0e9342388303bb71ba0a,7ac5f520abfc0589418bc7c76cea7a7c,bed_bath_table,119.4,0.4321,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
00090324bbad0e9342388303bb71ba0a,013ee64977aaa6b2b25475095162e0e9,bed_bath_table,69.99,0.4291,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
00090324bbad0e9342388303bb71ba0a,429e7401fafb76436f15e86498bd7364,bed_bath_table,202.4,0.4235,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
00090324bbad0e9342388303bb71ba0a,10adb53d8faa890ca7c2f0cbcb68d777,bed_bath_table,19.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
00090324bbad0e9342388303bb71ba0a,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,17.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
000949456b182f53c18b68d6babc79c1,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000949456b182f53c18b68d6babc79c1,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000949456b182f53c18b68d6babc79c1,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000949456b182f53c18b68d6babc79c1,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000949456b182f53c18b68d6babc79c1,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000a5ad9c4601d2bbdd9ed765d5213b3,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000a5ad9c4601d2bbdd9ed765d5213b3,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000a5ad9c4601d2bbdd9ed765d5213b3,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000a5ad9c4601d2bbdd9ed765d5213b3,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000a5ad9c4601d2bbdd9ed765d5213b3,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000bfa1d2f1a41876493be685390d6d3,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000bfa1d2f1a41876493be685390d6d3,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000bfa1d2f1a41876493be685390d6d3,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000bfa1d2f1a41876493be685390d6d3,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000bfa1d2f1a41876493be685390d6d3,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000c8bdb58a29e7115cfc257230fb21b,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000c8bdb58a29e7115cfc257230fb21b,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000c8bdb58a29e7115cfc257230fb21b,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000c8bdb58a29e7115cfc257230fb21b,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000c8bdb58a29e7115cfc257230fb21b,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000d460961d6dbfa3ec6c9f5805769e1,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000d460961d6dbfa3ec6c9f5805769e1,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000d460961d6dbfa3ec6c9f5805769e1,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000d460961d6dbfa3ec6c9f5805769e1,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000d460961d6dbfa3ec6c9f5805769e1,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000de6019bb59f34c099a907c151d855,3cc4b421c1f28dd22e86fc4aaafb600e,bed_bath_table,92.63,0.483,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
000de6019bb59f34c099a907c151d855,42a2bd596fda1baef5719cb74f73030c,bed_bath_table,91.8,0.4601,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
000de6019bb59f34c099a907c151d855,98b22c1129886cbd7fcae69d1c93e442,bed_bath_table,91.4,0.4308,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
000de6019bb59f34c099a907c151d855,283dc451ad3918badb976d56ff887289,bed_bath_table,91.11,0.4233,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
000de6019bb59f34c099a907c151d855,10adb53d8faa890ca7c2f0cbcb68d777,bed_bath_table,19.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
000e309254ab1fc5ba99dd469d36bdb4,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000e309254ab1fc5ba99dd469d36bdb4,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000e309254ab1fc5ba99dd469d36bdb4,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000e309254ab1fc5ba99dd469d36bdb4,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000e309254ab1fc5ba99dd469d36bdb4,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000ec5bff359e1c0ad76a81a45cb598f,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000ec5bff359e1c0ad76a81a45cb598f,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000ec5bff359e1c0ad76a81a45cb598f,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000ec5bff359e1c0ad76a81a45cb598f,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000ec5bff359e1c0ad76a81a45cb598f,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000ed48ceeb6f4bf8ad021a10a3c7b43,f7e0fa615b386bc9a8b9eb52bc1fff76,computers_accessories,90.61,0.4,Recommended because this customer purchases products in 'computers_accessories' and matches high-affinity buyer behavior.
000ed48ceeb6f4bf8ad021a10a3c7b43,d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,137.65,0.4,Recommended because this customer purchases products in 'computers_accessories' and matches high-affinity buyer behavior.
000ed48ceeb6f4bf8ad021a10a3c7b43,5526b1ae9ab2688cf600783cece249df,computers_accessories,100.22,0.4,Recommended because this customer purchases products in 'computers_accessories' and matches high-affinity buyer behavior.
000ed48ceeb6f4bf8ad021a10a3c7b43,dbb67791e405873b259e4656bf971246,computers_accessories,79.27,0.4,Recommended because this customer purchases products in 'computers_accessories' and matches high-affinity buyer behavior.
000ed48ceeb6f4bf8ad021a10a3c7b43,a35a9f46dcee0a67c8c7ad8493eb4135,computers_accessories,27.91,0.4,Recommended because this customer purchases products in 'computers_accessories' and matches high-affinity buyer behavior.
000fbf0473c10fc1ab6f8d2d286ce20c,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000fbf0473c10fc1ab6f8d2d286ce20c,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000fbf0473c10fc1ab6f8d2d286ce20c,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000fbf0473c10fc1ab6f8d2d286ce20c,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
000fbf0473c10fc1ab6f8d2d286ce20c,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0010a452c6d13139e50b57f19f52e04e,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0010a452c6d13139e50b57f19f52e04e,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0010a452c6d13139e50b57f19f52e04e,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0010a452c6d13139e50b57f19f52e04e,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0010a452c6d13139e50b57f19f52e04e,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0010fb34b966d44409382af9e8fd5b77,39aa98469aa7460a9764311b3f8efb12,bed_bath_table,45.95,0.4651,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0010fb34b966d44409382af9e8fd5b77,87d780fa7d2cf3710aa02dc4ca8db985,bed_bath_table,104.3,0.4498,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0010fb34b966d44409382af9e8fd5b77,10adb53d8faa890ca7c2f0cbcb68d777,bed_bath_table,19.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0010fb34b966d44409382af9e8fd5b77,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,17.9,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
0010fb34b966d44409382af9e8fd5b77,f2e53dd1670f3c376518263b3f71424d,bed_bath_table,109.21,0.4,Recommended because this customer purchases products in 'bed_bath_table' and matches high-affinity buyer behavior.
001147e649a7b1afd577e873841632dd,4aa6014eceb682077f9dc4bffebc05b0,housewares,291.19,0.422,Recommended because this customer purchases products in 'housewares' and matches high-affinity buyer behavior.
001147e649a7b1afd577e873841632dd,97f1396a5a1f7c07ba51784efdec44b8,housewares,147.4,0.4,Recommended because this customer purchases products in 'housewares' and matches high-affinity buyer behavior.
001147e649a7b1afd577e873841632dd,978859c6048ded0fa8bf3b9ea8236387,housewares,16.29,0.4,Recommended because this customer purchases products in 'housewares' and matches high-affinity buyer behavior.
001147e649a7b1afd577e873841632dd,42a2c92a0979a949ca4ea89ec5c7b934,housewares,59.4,0.4,Recommended because this customer purchases products in 'housewares' and matches high-affinity buyer behavior.
001147e649a7b1afd577e873841632dd,e9a69340883a438c3f91739d14d3a56d,housewares,166.66,0.4,Recommended because this customer purchases products in 'housewares' and matches high-affinity buyer behavior.
00115fc7123b5310cf6d3a3aa932699e,f9259c9e7c0f12c70f7a81409680a5ff,sports_leisure,72.62,0.4252,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00115fc7123b5310cf6d3a3aa932699e,cd935d283d47f1050c505e1c39c48b67,sports_leisure,69.9,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00115fc7123b5310cf6d3a3aa932699e,30469bb5ea377eae7121981e2f0778e4,sports_leisure,122.68,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00115fc7123b5310cf6d3a3aa932699e,12087840651e83b48206b82c213b76fd,sports_leisure,207.89,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
00115fc7123b5310cf6d3a3aa932699e,cec09725da5ed01471d9a505e7389d37,sports_leisure,69.48,0.4,Recommended because this customer purchases products in 'sports_leisure' and matches high-affinity buyer behavior.
0011805441c0d1b68b48002f1d005526,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011805441c0d1b68b48002f1d005526,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011805441c0d1b68b48002f1d005526,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011805441c0d1b68b48002f1d005526,389d119b48cf3043d311335e499d9c6b,garden_tools,54.7,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011805441c0d1b68b48002f1d005526,368c6c730842d78016ad823897a372db,garden_tools,54.27,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011857aff0e5871ce5eb429f21cdaf5,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,71.36,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011857aff0e5871ce5eb429f21cdaf5,99a4788cb24856965c36a24e339b6058,bed_bath_table,88.17,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
0011857aff0e5871ce5eb429f21cdaf5,422879e10f46682990de24d770e7f83d,garden_tools,54.91,1.0,Top Trending Recommendation (New Customer Cold-Start Fallback)
